,symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
152,XZCETH,0.00000000,0.000,0.00000000,0.00310000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
153,XZCBNB,0.00000000,0.000,0.00000000,0.26750000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
154,LSKBTC,-0.00000287,-9.663,0.00002809,0.00002970,0.00002683,4.60000000,0.00002684,430.20000000,0.00002696,138.60000000,0.00002970,0.00003000,0.00002635,196129.70000000,5.50949083,1698065865733,1698152265733,15807509,15809594,2086
155,LSKETH,-0.00003700,-6.865,0.00052797,0.00054600,0.00050200,3.90000000,0.00050400,215.90000000,0.00050600,214.10000000,0.00053900,0.00055000,0.00049800,18762.00000000,9.90578910,1698065865727,1698152265727,2811793,2811997,205
156,LSKBNB,0.00000000,0.000,0.00000000,0.06494000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
157,TNTBTC,0.00000000,0.000,0.00000000,0.00000261,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
158,TNTETH,0.00000000,0.000,0.00000000,0.00000920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
159,FUELBTC,0.00000000,0.000,0.00000000,0.00000026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
160,FUELETH,0.00000000,0.000,0.00000000,0.00002221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
161,MANABTC,0.00000000,0.000,0.00000981,0.00001002,0.00001002,130.00000000,0.00001001,293.00000000,0.00001002,4927.00000000,0.00001002,0.00001031,0.00000922,2172117.00000000,21.30698810,1698065902184,1698152302184,37613744,37621113,7370
162,MANAETH,0.00000690,3.787,0.00018494,0.00018230,0.00018910,26.00000000,0.00018790,288.00000000,0.00018830,320.00000000,0.00018220,0.00019510,0.00018020,134577.00000000,24.88926880,1698065899987,1698152299987,6658395,6659056,662
163,BCDBTC,0.00000000,0.000,0.00000000,0.00001351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
164,BCDETH,0.00000000,0.000,0.00000000,0.00251000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
165,DGDBTC,0.00000000,0.000,0.00000000,0.00393100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
166,DGDETH,0.00000000,0.000,0.00000000,0.19260000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
167,IOTABNB,0.00001500,2.137,0.00072234,0.00069300,0.00071700,94.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00070200,0.00074500,0.00070200,92481.00000000,66.80312200,1693450816019,1693537216019,3205532,3205686,155
168,ADXBTC,-0.00000034,-7.539,0.00000429,0.00000449,0.00000417,8443.00000000,0.00000416,693.00000000,0.00000418,1381.00000000,0.00000451,0.00000455,0.00000406,907436.00000000,3.89723921,1698065892081,1698152292081,14324423,14325674,1252
169,ADXETH,-0.00000460,-5.556,0.00007842,0.00008260,0.00007820,14940.00000000,0.00007810,4674.00000000,0.00007840,14940.00000000,0.00008280,0.00008280,0.00007780,1067929.00000000,83.74936570,1698065903514,1698152303514,3826036,3826508,473
170,ADXBNB,0.00000000,0.000,0.00000000,0.00492900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
171,ADABTC,-0.00000021,-2.436,0.00000832,0.00000863,0.00000841,203.10000000,0.00000840,4435.10000000,0.00000841,58865.40000000,0.00000862,0.00000865,0.00000808,14641600.20000000,121.86464379,1698065903857,1698152303857,121396630,121412877,16248
172,ADAETH,0.00000010,0.063,0.00015687,0.00015780,0.00015780,1956.20000000,0.00015780,10590.90000000,0.00015800,9766.40000000,0.00015770,0.00015950,0.00015340,1654427.80000000,259.52341405,1698065904582,1698152304582,28446393,28451260,4868
